,method,num_processes,simulation_run,timestamp,process,l,status,case_id,activity,data,resource,end_time,cycle_time
43728,RLRAM,2,0,7781.460496,p_2,0.5,COMPLETE,4012,2_END,,,,7.202391338
43729,RLRAM,2,0,7817.119627,p_2,0.5,START,4013,2_start,"{'2_approval_flow': '2_check_budget_approval', '2_budget_check': '2_budget_approve', '3_final_payment_check': '2_END'}",,,
43730,RLRAM,2,0,7817.119627,p_2,0.5,running,4013,2_submit_request,,1employee1,7817.574367,
43731,RLRAM,2,0,7817.574367,p_2,0.5,running,4013,2_check_request,,X_SHARED,7820.367507,
43732,RLRAM,2,0,7820.367507,p_2,0.5,gateway,4013,2_XOR_admin_decision,"{'2_approval_flow': '2_check_budget_approval', '2_budget_check': '2_budget_approve', '3_final_payment_check': '2_END'}",,,
43733,RLRAM,2,0,7820.367507,p_2,0.5,running,4013,2_submit_request,,1employee1,7821.90975,
43734,RLRAM,2,0,7821.90975,p_2,0.5,running,4013,2_check_request,,X_SHARED,7822.772981,
43735,RLRAM,2,0,7822.772981,p_2,0.5,gateway,4013,2_XOR_admin_decision,"{'2_approval_flow': '2_check_budget_approval', '2_budget_check': '2_budget_approve', '3_final_payment_check': '2_END'}",,,
43736,RLRAM,2,0,7822.772981,p_2,0.5,running,4013,2_submit_request,,1employee1,7823.779102,
43737,RLRAM,2,0,7823.779102,p_2,0.5,running,4013,2_check_request,,X_SHARED,7825.149081,
43738,RLRAM,2,0,7825.149081,p_2,0.5,gateway,4013,2_XOR_admin_decision,"{'2_approval_flow': '2_check_budget_approval', '2_budget_check': '2_budget_approve', '3_final_payment_check': '2_END'}",,,
43739,RLRAM,2,0,7825.149081,p_2,0.5,running,4013,2_check_budget_approval,,X_SHARED,7826.964246,
43740,RLRAM,2,0,7826.964246,p_2,0.5,gateway,4013,2_XOR_budget_check,"{'2_approval_flow': '2_check_budget_approval', '2_budget_check': '2_budget_approve', '3_final_payment_check': '2_END'}",,,
43741,RLRAM,2,0,7826.964246,p_2,0.5,running,4013,2_budget_approve,,X_SHARED,7830.129217,
43742,RLRAM,2,0,7827.368215,p_2,0.5,START,4014,2_start,"{'2_approval_flow': '2_check_budget_approval', '2_budget_check': '2_budget_approve', '3_final_payment_check': '2_END'}",,,
43743,RLRAM,2,0,7827.368215,p_2,0.5,running,4014,2_submit_request,,1employee1,7827.48895,
43744,RLRAM,2,0,7830.129217,p_2,0.5,running,4014,2_check_request,,12admin1,7830.522678,
43745,RLRAM,2,0,7830.129217,p_2,0.5,running,4013,2_supervisor_approve,,1supervisor1,7830.756388,
43746,RLRAM,2,0,7830.522678,p_2,0.5,gateway,4014,2_XOR_admin_decision,"{'2_approval_flow': '2_check_budget_approval', '2_budget_check': '2_budget_approve', '3_final_payment_check': '2_END'}",,,
43747,RLRAM,2,0,7830.522678,p_2,0.5,running,4014,2_check_budget_approval,,X_SHARED,7831.469331,
43748,RLRAM,2,0,7830.756388,p_2,0.5,running,4013,2_handle_payment,,12accounting1,7831.811188,
43749,RLRAM,2,0,7831.469331,p_2,0.5,gateway,4014,2_XOR_budget_check,"{'2_approval_flow': '2_check_budget_approval', '2_budget_check': '2_budget_approve', '3_final_payment_check': '2_END'}",,,
43750,RLRAM,2,0,7831.469331,p_2,0.5,running,4014,2_supervisor_approve,,1supervisor2,7835.121235,
43751,RLRAM,2,0,7831.811188,p_2,0.5,gateway,4013,2_XOR_payment_check,"{'2_approval_flow': '2_check_budget_approval', '2_budget_check': '2_budget_approve', '3_final_payment_check': '2_END'}",,,
43752,RLRAM,2,0,7831.811188,p_2,0.5,COMPLETE,4013,2_END,,,,14.69156161
43753,RLRAM,2,0,7832.885793,p_2,0.5,START,4015,2_start,"{'2_approval_flow': '2_check_budget_approval', '2_budget_check': '2_supervisor_approve', '3_final_payment_check': '2_END'}",,,
43754,RLRAM,2,0,7832.885793,p_2,0.5,running,4015,2_submit_request,,1employee1,7833.893848,
43755,RLRAM,2,0,7833.893848,p_2,0.5,running,4015,2_check_request,,112admin0,7834.190094,
43756,RLRAM,2,0,7834.190094,p_2,0.5,gateway,4015,2_XOR_admin_decision,"{'2_approval_flow': '2_check_budget_approval', '2_budget_check': '2_supervisor_approve', '3_final_payment_check': '2_END'}",,,
43757,RLRAM,2,0,7834.190094,p_2,0.5,running,4015,2_check_budget_approval,,X_SHARED,7837.17419,
43758,RLRAM,2,0,7835.121235,p_2,0.5,running,4014,2_handle_payment,,12accounting1,7836.320077,
43759,RLRAM,2,0,7835.620427,p_2,0.5,START,4016,2_start,"{'2_approval_flow': '2_check_budget_approval', '2_budget_check': '2_supervisor_approve', '3_final_payment_check': '2_END'}",,,
43760,RLRAM,2,0,7835.620427,p_2,0.5,running,4016,2_submit_request,,1employee1,7838.239637,
43761,RLRAM,2,0,7835.994093,p_2,0.5,START,4017,2_start,"{'2_approval_flow': '2_check_budget_approval', '2_budget_check': '2_supervisor_approve', '3_final_payment_check': '2_END'}",,,
43762,RLRAM,2,0,7836.320077,p_2,0.5,gateway,4014,2_XOR_payment_check,"{'2_approval_flow': '2_check_budget_approval', '2_budget_check': '2_budget_approve', '3_final_payment_check': '2_END'}",,,
43763,RLRAM,2,0,7836.320077,p_2,0.5,COMPLETE,4014,2_END,,,,8.951862636
43764,RLRAM,2,0,7837.17419,p_2,0.5,gateway,4015,2_XOR_budget_check,"{'2_approval_flow': '2_check_budget_approval', '2_budget_check': '2_supervisor_approve', '3_final_payment_check': '2_END'}",,,
43765,RLRAM,2,0,7837.17419,p_2,0.5,running,4015,2_supervisor_approve,,1supervisor1,7837.780443,
43766,RLRAM,2,0,7837.780443,p_2,0.5,running,4015,2_handle_payment,,12accounting1,7838.718026,
43767,RLRAM,2,0,7838.239637,p_2,0.5,running,4017,2_submit_request,,1employee1,7838.375638,
43768,RLRAM,2,0,7838.239637,p_2,0.5,running,4016,2_check_request,,12admin1,7838.563802,
43769,RLRAM,2,0,7838.375638,p_2,0.5,running,4017,2_check_request,,X_SHARED,7838.858623,
43770,RLRAM,2,0,7838.563802,p_2,0.5,gateway,4016,2_XOR_admin_decision,"{'2_approval_flow': '2_check_budget_approval', '2_budget_check': '2_supervisor_approve', '3_final_payment_check': '2_END'}",,,
43771,RLRAM,2,0,7838.718026,p_2,0.5,gateway,4015,2_XOR_payment_check,"{'2_approval_flow': '2_check_budget_approval', '2_budget_check': '2_supervisor_approve', '3_final_payment_check': '2_END'}",,,
43772,RLRAM,2,0,7838.718026,p_2,0.5,COMPLETE,4015,2_END,,,,5.832232551
43773,RLRAM,2,0,7838.858623,p_2,0.5,gateway,4017,2_XOR_admin_decision,"{'2_approval_flow': '2_check_budget_approval', '2_budget_check': '2_supervisor_approve', '3_final_payment_check': '2_END'}",,,
43774,RLRAM,2,0,7838.858623,p_2,0.5,running,4016,2_check_budget_approval,,X_SHARED,7839.475787,
43775,RLRAM,2,0,7839.325865,p_1,0.5,START,4018,1_start,"{'1_approval_flow': '1_check_budget_approval', '1_budget_check': '1_budget_approve', '1_final_payment_check': '1_END'}",,,
43776,RLRAM,2,0,7839.325865,p_2,0.5,running,4017,2_check_budget_approval,,12admin0,7840.180755,
43777,RLRAM,2,0,7839.325865,p_1,0.5,running,4018,1_submit_request,,1employee,7839.4891,
43778,RLRAM,2,0,7839.475787,p_2,0.5,gateway,4016,2_XOR_budget_check,"{'2_approval_flow': '2_check_budget_approval', '2_budget_check': '2_supervisor_approve', '3_final_payment_check': '2_END'}",,,
43779,RLRAM,2,0,7839.475787,p_2,0.5,running,4016,2_budget_approve,,X_SHARED,7839.710999,
43780,RLRAM,2,0,7839.4891,p_1,0.5,running,4018,1_check_request,,1X_SHARED,7840.233415,
43781,RLRAM,2,0,7839.710999,p_2,0.5,running,4016,2_supervisor_approve,,1supervisor2,7840.74386,
43782,RLRAM,2,0,7840.180755,p_2,0.5,gateway,4017,2_XOR_budget_check,"{'2_approval_flow': '2_check_budget_approval', '2_budget_check': '2_supervisor_approve', '3_final_payment_check': '2_END'}",,,
43783,RLRAM,2,0,7840.180755,p_2,0.5,running,4017,2_budget_approve,,X_SHARED,7840.82795,
43784,RLRAM,2,0,7840.233415,p_1,0.5,gateway,4018,1_XOR_admin_decision,"{'1_approval_flow': '1_check_budget_approval', '1_budget_check': '1_budget_approve', '1_final_payment_check': '1_END'}",,,
43785,RLRAM,2,0,7840.233415,p_1,0.5,running,4018,1_check_budget_approval,,112admin1,7840.922228,
43786,RLRAM,2,0,7840.74386,p_2,0.5,running,4016,2_handle_payment,,12accounting1,7841.097317,
43787,RLRAM,2,0,7840.82795,p_2,0.5,running,4017,2_supervisor_approve,,1supervisor2,7841.535177,
43788,RLRAM,2,0,7840.922228,p_1,0.5,gateway,4018,1_XOR_budget_check,"{'1_approval_flow': '1_check_budget_approval', '1_budget_check': '1_budget_approve', '1_final_payment_check': '1_END'}",,,
43789,RLRAM,2,0,7840.922228,p_1,0.5,running,4018,1_supervisor_approve,,X_SHARED,7841.264497,
43790,RLRAM,2,0,7841.097317,p_2,0.5,gateway,4016,2_XOR_payment_check,"{'2_approval_flow': '2_check_budget_approval', '2_budget_check': '2_supervisor_approve', '3_final_payment_check': '2_END'}",,,
43791,RLRAM,2,0,7841.097317,p_2,0.5,COMPLETE,4016,2_END,,,,5.476889596
43792,RLRAM,2,0,7841.264497,p_1,0.5,running,4018,1_handle_payment,,X_SHARED,7841.703377,
43793,RLRAM,2,0,7841.535177,p_2,0.5,running,4017,2_handle_payment,,12accounting1,7845.505682,
43794,RLRAM,2,0,7841.703377,p_1,0.5,gateway,4018,1_XOR_payment_check,"{'1_approval_flow': '1_check_budget_approval', '1_budget_check': '1_budget_approve', '1_final_payment_check': '1_END'}",,,
43795,RLRAM,2,0,7841.703377,p_1,0.5,COMPLETE,4018,1_END,,,,2.377511576
43796,RLRAM,2,0,7845.505682,p_2,0.5,gateway,4017,2_XOR_payment_check,"{'2_approval_flow': '2_check_budget_approval', '2_budget_check': '2_supervisor_approve', '3_final_payment_check': '2_END'}",,,
43797,RLRAM,2,0,7845.505682,p_2,0.5,COMPLETE,4017,2_END,,,,9.511588892
43798,RLRAM,2,0,7849.683355,p_2,0.5,START,4019,2_start,"{'2_approval_flow': '2_check_budget_approval', '2_budget_check': '2_supervisor_approve', '3_final_payment_check': '2_END'}",,,
43799,RLRAM,2,0,7849.683355,p_2,0.5,running,4019,2_submit_request,,1employee1,7850.317354,
43800,RLRAM,2,0,7850.317354,p_2,0.5,running,4019,2_check_request,,X_SHARED,7852.784514,
43801,RLRAM,2,0,7852.784514,p_2,0.5,gateway,4019,2_XOR_admin_decision,"{'2_approval_flow': '2_check_budget_approval', '2_budget_check': '2_supervisor_approve', '3_final_payment_check': '2_END'}",,,
43802,RLRAM,2,0,7852.784514,p_2,0.5,running,4019,2_check_budget_approval,,X_SHARED,7854.000966,
43803,RLRAM,2,0,7854.000966,p_2,0.5,gateway,4019,2_XOR_budget_check,"{'2_approval_flow': '2_check_budget_approval', '2_budget_check': '2_supervisor_approve', '3_final_payment_check': '2_END'}",,,
43804,RLRAM,2,0,7854.000966,p_2,0.5,running,4019,2_supervisor_approve,,1supervisor2,7857.994889,
43805,RLRAM,2,0,7857.994889,p_2,0.5,running,4019,2_handle_payment,,1X_SHARED,7857.995332,
43806,RLRAM,2,0,7857.995332,p_2,0.5,gateway,4019,2_XOR_payment_check,"{'2_approval_flow': '2_check_budget_approval', '2_budget_check': '2_supervisor_approve', '3_final_payment_check': '2_END'}",,,
43807,RLRAM,2,0,7857.995332,p_2,0.5,COMPLETE,4019,2_END,,,,8.311977085
43808,RLRAM,2,0,7860.21648,p_2,0.5,START,4020,2_start,"{'2_approval_flow': '2_check_budget_approval', '2_budget_check': '2_supervisor_approve', '3_final_payment_check': '2_END'}",,,
43809,RLRAM,2,0,7860.21648,p_2,0.5,running,4020,2_submit_request,,1employee1,7860.383845,
43810,RLRAM,2,0,7860.383845,p_2,0.5,running,4020,2_check_request,,X_SHARED,7860.572187,
43811,RLRAM,2,0,7860.572187,p_2,0.5,gateway,4020,2_XOR_admin_decision,"{'2_approval_flow': '2_check_budget_approval', '2_budget_check': '2_supervisor_approve', '3_final_payment_check': '2_END'}",,,
43812,RLRAM,2,0,7860.572187,p_2,0.5,running,4020,2_check_budget_approval,,X_SHARED,7860.577101,
43813,RLRAM,2,0,7860.577101,p_2,0.5,gateway,4020,2_XOR_budget_check,"{'2_approval_flow': '2_check_budget_approval', '2_budget_check': '2_supervisor_approve', '3_final_payment_check': '2_END'}",,,
43814,RLRAM,2,0,7860.577101,p_2,0.5,running,4020,2_supervisor_approve,,1supervisor2,7861.785959,
43815,RLRAM,2,0,7861.785959,p_2,0.5,running,4020,2_handle_payment,,12accounting1,7862.014795,
43816,RLRAM,2,0,7862.014795,p_2,0.5,gateway,4020,2_XOR_payment_check,"{'2_approval_flow': '2_check_budget_approval', '2_budget_check': '2_supervisor_approve', '3_final_payment_check': '2_END'}",,,
43817,RLRAM,2,0,7862.014795,p_2,0.5,COMPLETE,4020,2_END,,,,1.798314833
43818,RLRAM,2,0,7862.60101,p_2,0.5,START,4021,2_start,"{'2_approval_flow': '2_check_budget_approval', '2_budget_check': '2_budget_approve', '3_final_payment_check': '2_END'}",,,
43819,RLRAM,2,0,7862.60101,p_2,0.5,running,4021,2_submit_request,,1employee1,7863.346044,
43820,RLRAM,2,0,7863.346044,p_2,0.5,running,4021,2_check_request,,X_SHARED,7863.534687,
43821,RLRAM,2,0,7863.534687,p_2,0.5,gateway,4021,2_XOR_admin_decision,"{'2_approval_flow': '2_check_budget_approval', '2_budget_check': '2_budget_approve', '3_final_payment_check': '2_END'}",,,
43822,RLRAM,2,0,7863.534687,p_2,0.5,running,4021,2_submit_request,,1employee1,7863.705337,
43823,RLRAM,2,0,7863.705337,p_2,0.5,running,4021,2_check_request,,X_SHARED,7864.773331,
43824,RLRAM,2,0,7864.773331,p_2,0.5,gateway,4021,2_XOR_admin_decision,"{'2_approval_flow': '2_check_budget_approval', '2_budget_check': '2_budget_approve', '3_final_payment_check': '2_END'}",,,
43825,RLRAM,2,0,7864.773331,p_2,0.5,running,4021,2_check_budget_approval,,X_SHARED,7867.824393,
43826,RLRAM,2,0,7867.824393,p_2,0.5,gateway,4021,2_XOR_budget_check,"{'2_approval_flow': '2_check_budget_approval', '2_budget_check': '2_budget_approve', '3_final_payment_check': '2_END'}",,,
43827,RLRAM,2,0,7867.824393,p_2,0.5,running,4021,2_supervisor_approve,,1supervisor2,7868.450952,
43828,RLRAM,2,0,7868.450952,p_2,0.5,running,4021,2_handle_payment,,12accounting1,7874.970313,
43829,RLRAM,2,0,7874.970313,p_2,0.5,gateway,4021,2_XOR_payment_check,"{'2_approval_flow': '2_check_budget_approval', '2_budget_check': '2_budget_approve', '3_final_payment_check': '2_END'}",,,
43830,RLRAM,2,0,7874.970313,p_2,0.5,COMPLETE,4021,2_END,,,,12.36930268
43831,RLRAM,2,0,7892.414635,p_1,0.5,START,4022,1_start,"{'1_approval_flow': '1_check_budget_approval', '1_budget_check': '1_budget_approve', '1_final_payment_check': '1_END'}",,,
43832,RLRAM,2,0,7892.414635,p_1,0.5,running,4022,1_submit_request,,1employee1,7892.474096,
43833,RLRAM,2,0,7892.474096,p_1,0.5,running,4022,1_check_request,,1X_SHARED,7892.539281,
43834,RLRAM,2,0,7892.539281,p_1,0.5,gateway,4022,1_XOR_admin_decision,"{'1_approval_flow': '1_check_budget_approval', '1_budget_check': '1_budget_approve', '1_final_payment_check': '1_END'}",,,
43835,RLRAM,2,0,7892.539281,p_1,0.5,running,4022,1_submit_request,,1employee1,7893.97405,
43836,RLRAM,2,0,7893.97405,p_1,0.5,running,4022,1_check_request,,112admin0,7896.849969,
43837,RLRAM,2,0,7896.849969,p_1,0.5,gateway,4022,1_XOR_admin_decision,"{'1_approval_flow': '1_check_budget_approval', '1_budget_check': '1_budget_approve', '1_final_payment_check': '1_END'}",,,
43838,RLRAM,2,0,7896.849969,p_1,0.5,running,4022,1_check_budget_approval,,1X_SHARED,7901.168344,
43839,RLRAM,2,0,7901.043629,p_2,0.5,START,4023,2_start,"{'2_approval_flow': '2_check_budget_approval', '2_budget_check': '2_budget_approve', '3_final_payment_check': '2_END'}",,,
43840,RLRAM,2,0,7901.043629,p_2,0.5,running,4023,2_submit_request,,1employee1,7901.427815,
43841,RLRAM,2,0,7901.168344,p_1,0.5,gateway,4022,1_XOR_budget_check,"{'1_approval_flow': '1_check_budget_approval', '1_budget_check': '1_budget_approve', '1_final_payment_check': '1_END'}",,,
43842,RLRAM,2,0,7901.168344,p_1,0.5,running,4022,1_supervisor_approve,,X_SHARED,7902.539202,
43843,RLRAM,2,0,7902.539202,p_2,0.5,running,4023,2_check_request,,12admin1,7903.256395,
43844,RLRAM,2,0,7902.539202,p_1,0.5,running,4022,1_handle_payment,,12accounting1,7911.751213,
43845,RLRAM,2,0,7903.146076,p_2,0.5,START,4024,2_start,"{'2_approval_flow': '2_check_budget_approval', '2_budget_check': '2_budget_approve', '3_final_payment_check': '2_END'}",,,
43846,RLRAM,2,0,7903.146076,p_2,0.5,running,4024,2_submit_request,,1employee1,7903.781672,
43847,RLRAM,2,0,7903.256395,p_2,0.5,gateway,4023,2_XOR_admin_decision,"{'2_approval_flow': '2_check_budget_approval', '2_budget_check': '2_budget_approve', '3_final_payment_check': '2_END'}",,,
43848,RLRAM,2,0,7903.256395,p_2,0.5,running,4023,2_check_budget_approval,,X_SHARED,7903.49814,
43849,RLRAM,2,0,7903.49814,p_2,0.5,gateway,4023,2_XOR_budget_check,"{'2_approval_flow': '2_check_budget_approval', '2_budget_check': '2_budget_approve', '3_final_payment_check': '2_END'}",,,
43850,RLRAM,2,0,7903.49814,p_2,0.5,running,4023,2_budget_approve,,X_SHARED,7904.882039,
43851,RLRAM,2,0,7903.781672,p_2,0.5,running,4024,2_check_request,,112admin0,7904.931869,
43852,RLRAM,2,0,7904.882039,p_2,0.5,running,4023,2_supervisor_approve,,1supervisor2,7907.552698,
43853,RLRAM,2,0,7904.931869,p_2,0.5,gateway,4024,2_XOR_admin_decision,"{'2_approval_flow': '2_check_budget_approval', '2_budget_check': '2_budget_approve', '3_final_payment_check': '2_END'}",,,
43854,RLRAM,2,0,7904.931869,p_2,0.5,running,4024,2_submit_request,,1employee1,7905.12335,
43855,RLRAM,2,0,7905.12335,p_2,0.5,running,4024,2_check_request,,X_SHARED,7908.797049,
43856,RLRAM,2,0,7907.552698,p_2,0.5,running,4023,2_handle_payment,,12accounting0,7909.479592,
43857,RLRAM,2,0,7907.978432,p_2,0.5,START,4025,2_start,"{'2_approval_flow': '2_check_budget_approval', '2_budget_check': '2_budget_approve', '3_final_payment_check': '2_END'}",,,
43858,RLRAM,2,0,7907.978432,p_2,0.5,running,4025,2_submit_request,,1employee,7910.248359,
43859,RLRAM,2,0,7908.797049,p_2,0.5,gateway,4024,2_XOR_admin_decision,"{'2_approval_flow': '2_check_budget_approval', '2_budget_check': '2_budget_approve', '3_final_payment_check': '2_END'}",,,
43860,RLRAM,2,0,7908.797049,p_2,0.5,running,4024,2_check_budget_approval,,X_SHARED,7908.801465,
43861,RLRAM,2,0,7908.801465,p_2,0.5,gateway,4024,2_XOR_budget_check,"{'2_approval_flow': '2_check_budget_approval', '2_budget_check': '2_budget_approve', '3_final_payment_check': '2_END'}",,,
43862,RLRAM,2,0,7908.801465,p_2,0.5,running,4024,2_supervisor_approve,,1supervisor2,7909.106048,
43863,RLRAM,2,0,7909.106048,p_2,0.5,running,4024,2_handle_payment,,1X_SHARED,7909.264819,
43864,RLRAM,2,0,7909.264819,p_2,0.5,gateway,4024,2_XOR_payment_check,"{'2_approval_flow': '2_check_budget_approval', '2_budget_check': '2_budget_approve', '3_final_payment_check': '2_END'}",,,
43865,RLRAM,2,0,7909.264819,p_2,0.5,COMPLETE,4024,2_END,,,,6.118743129
43866,RLRAM,2,0,7909.479592,p_2,0.5,gateway,4023,2_XOR_payment_check,"{'2_approval_flow': '2_check_budget_approval', '2_budget_check': '2_budget_approve', '3_final_payment_check': '2_END'}",,,
43867,RLRAM,2,0,7909.479592,p_2,0.5,COMPLETE,4023,2_END,,,,8.43596357
43868,RLRAM,2,0,7910.248359,p_2,0.5,running,4025,2_check_request,,X_SHARED,7910.868275,
43869,RLRAM,2,0,7910.868275,p_2,0.5,gateway,4025,2_XOR_admin_decision,"{'2_approval_flow': '2_check_budget_approval', '2_budget_check': '2_budget_approve', '3_final_payment_check': '2_END'}",,,
43870,RLRAM,2,0,7910.868275,p_2,0.5,running,4025,2_check_budget_approval,,X_SHARED,7910.997582,
43871,RLRAM,2,0,7910.997582,p_2,0.5,gateway,4025,2_XOR_budget_check,"{'2_approval_flow': '2_check_budget_approval', '2_budget_check': '2_budget_approve', '3_final_payment_check': '2_END'}",,,
43872,RLRAM,2,0,7910.997582,p_2,0.5,running,4025,2_supervisor_approve,,1supervisor2,7911.185583,
43873,RLRAM,2,0,7911.751213,p_1,0.5,gateway,4022,1_XOR_payment_check,"{'1_approval_flow': '1_check_budget_approval', '1_budget_check': '1_budget_approve', '1_final_payment_check': '1_END'}",,,
43874,RLRAM,2,0,7911.751213,p_2,0.5,running,4025,2_handle_payment,,12accounting1,7921.250266,
43875,RLRAM,2,0,7911.751213,p_1,0.5,COMPLETE,4022,1_END,,,,19.33657731
43876,RLRAM,2,0,7914.007946,p_2,0.5,START,4026,2_start,"{'2_approval_flow': '2_check_budget_approval', '2_budget_check': '2_supervisor_approve', '3_final_payment_check': '2_END'}",,,
43877,RLRAM,2,0,7914.007946,p_2,0.5,running,4026,2_submit_request,,1employee1,7914.027407,
43878,RLRAM,2,0,7914.027407,p_2,0.5,running,4026,2_check_request,,X_SHARED,7914.571,
43879,RLRAM,2,0,7914.306459,p_1,0.5,START,4027,1_start,"{'1_approval_flow': '1_check_budget_approval', '1_budget_check': '1_supervisor_approve', '1_final_payment_check': '1_END'}",,,
43880,RLRAM,2,0,7914.306459,p_1,0.5,running,4027,1_submit_request,,1employee1,7914.768254,
43881,RLRAM,2,0,7914.571,p_2,0.5,gateway,4026,2_XOR_admin_decision,"{'2_approval_flow': '2_check_budget_approval', '2_budget_check': '2_supervisor_approve', '3_final_payment_check': '2_END'}",,,
43882,RLRAM,2,0,7914.571,p_2,0.5,running,4026,2_check_budget_approval,,X_SHARED,7915.340884,
43883,RLRAM,2,0,7914.768254,p_1,0.5,running,4027,1_check_request,,1X_SHARED,7915.759903,
43884,RLRAM,2,0,7915.340884,p_2,0.5,gateway,4026,2_XOR_budget_check,"{'2_approval_flow': '2_check_budget_approval', '2_budget_check': '2_supervisor_approve', '3_final_payment_check': '2_END'}",,,
43885,RLRAM,2,0,7915.340884,p_2,0.5,running,4026,2_supervisor_approve,,1supervisor2,7916.050664,
43886,RLRAM,2,0,7915.759903,p_1,0.5,gateway,4027,1_XOR_admin_decision,"{'1_approval_flow': '1_check_budget_approval', '1_budget_check': '1_supervisor_approve', '1_final_payment_check': '1_END'}",,,
43887,RLRAM,2,0,7915.759903,p_1,0.5,running,4027,1_check_budget_approval,,1X_SHARED,7917.855403,
43888,RLRAM,2,0,7917.855403,p_1,0.5,gateway,4027,1_XOR_budget_check,"{'1_approval_flow': '1_check_budget_approval', '1_budget_check': '1_supervisor_approve', '1_final_payment_check': '1_END'}",,,
43889,RLRAM,2,0,7917.855403,p_1,0.5,running,4027,1_budget_approve,,1budget_owner2,7918.20959,
43890,RLRAM,2,0,7918.20959,p_1,0.5,running,4027,1_supervisor_approve,,X_SHARED,7919.424973,
43891,RLRAM,2,0,7919.424973,p_2,0.5,running,4026,2_handle_payment,,12accounting0,7921.701859,
43892,RLRAM,2,0,7920.808447,p_1,0.5,START,4028,1_start,"{'1_approval_flow': '1_check_budget_approval', '1_budget_check': '1_supervisor_approve', '1_final_payment_check': '1_END'}",,,
43893,RLRAM,2,0,7920.808447,p_1,0.5,running,4028,1_submit_request,,1employee1,7922.010479,
43894,RLRAM,2,0,7921.250266,p_2,0.5,gateway,4025,2_XOR_payment_check,"{'2_approval_flow': '2_check_budget_approval', '2_budget_check': '2_budget_approve', '3_final_payment_check': '2_END'}",,,
43895,RLRAM,2,0,7921.250266,p_1,0.5,running,4027,1_handle_payment,,X_SHARED,7921.643091,
43896,RLRAM,2,0,7921.250266,p_2,0.5,COMPLETE,4025,2_END,,,,13.27183361
43897,RLRAM,2,0,7921.643091,p_1,0.5,gateway,4027,1_XOR_payment_check,"{'1_approval_flow': '1_check_budget_approval', '1_budget_check': '1_supervisor_approve', '1_final_payment_check': '1_END'}",,,
43898,RLRAM,2,0,7921.643091,p_1,0.5,COMPLETE,4027,1_END,,,,7.336632633
43899,RLRAM,2,0,7921.701859,p_2,0.5,gateway,4026,2_XOR_payment_check,"{'2_approval_flow': '2_check_budget_approval', '2_budget_check': '2_supervisor_approve', '3_final_payment_check': '2_END'}",,,
43900,RLRAM,2,0,7921.701859,p_2,0.5,COMPLETE,4026,2_END,,,,7.693912886
43901,RLRAM,2,0,7922.010479,p_1,0.5,running,4028,1_check_request,,1X_SHARED,7922.474595,
43902,RLRAM,2,0,7922.474595,p_1,0.5,gateway,4028,1_XOR_admin_decision,"{'1_approval_flow': '1_check_budget_approval', '1_budget_check': '1_supervisor_approve', '1_final_payment_check': '1_END'}",,,
43903,RLRAM,2,0,7922.474595,p_1,0.5,running,4028,1_check_budget_approval,,1X_SHARED,7924.279934,
43904,RLRAM,2,0,7924.279934,p_1,0.5,gateway,4028,1_XOR_budget_check,"{'1_approval_flow': '1_check_budget_approval', '1_budget_check': '1_supervisor_approve', '1_final_payment_check': '1_END'}",,,
43905,RLRAM,2,0,7924.279934,p_1,0.5,running,4028,1_supervisor_approve,,X_SHARED,7924.536805,
43906,RLRAM,2,0,7924.536805,p_1,0.5,running,4028,1_handle_payment,,X_SHARED,7927.303508,
43907,RLRAM,2,0,7927.303508,p_1,0.5,gateway,4028,1_XOR_payment_check,"{'1_approval_flow': '1_check_budget_approval', '1_budget_check': '1_supervisor_approve', '1_final_payment_check': '1_END'}",,,
43908,RLRAM,2,0,7927.303508,p_1,0.5,COMPLETE,4028,1_END,,,,6.495060666
43909,RLRAM,2,0,7927.974078,p_1,0.5,START,4029,1_start,"{'1_approval_flow': '1_check_budget_approval', '1_budget_check': '1_budget_approve', '1_final_payment_check': '1_END'}",,,
43910,RLRAM,2,0,7927.974078,p_1,0.5,running,4029,1_submit_request,,1employee1,7929.228429,
43911,RLRAM,2,0,7929.228429,p_1,0.5,running,4029,1_check_request,,12admin1,7929.550777,
43912,RLRAM,2,0,7929.550777,p_1,0.5,gateway,4029,1_XOR_admin_decision,"{'1_approval_flow': '1_check_budget_approval', '1_budget_check': '1_budget_approve', '1_final_payment_check': '1_END'}",,,
43913,RLRAM,2,0,7929.550777,p_1,0.5,running,4029,1_check_budget_approval,,1X_SHARED,7929.725654,
43914,RLRAM,2,0,7929.666952,p_2,0.5,START,4030,2_start,"{'2_approval_flow': '2_check_budget_approval', '2_budget_check': '2_budget_approve', '3_final_payment_check': '2_END'}",,,
43915,RLRAM,2,0,7929.666952,p_2,0.5,running,4030,2_submit_request,,1employee1,7929.794614,
43916,RLRAM,2,0,7929.725654,p_1,0.5,gateway,4029,1_XOR_budget_check,"{'1_approval_flow': '1_check_budget_approval', '1_budget_check': '1_budget_approve', '1_final_payment_check': '1_END'}",,,
43917,RLRAM,2,0,7929.725654,p_1,0.5,running,4029,1_supervisor_approve,,X_SHARED,7930.618267,
43918,RLRAM,2,0,7930.618267,p_2,0.5,running,4030,2_check_request,,12admin1,7930.767685,
43919,RLRAM,2,0,7930.618267,p_1,0.5,running,4029,1_handle_payment,,12accounting1,7931.909711,
